7.9682,7.5647,11.008,9.4701,7.4624,11.667,7.8732,8.2356,8.8976,8.8134,7.0306,9.1951,11.415,9.0879,8.4966,9.002,9.0671,7.5881,8.4184,11.825,8.7462,13.57,7.5533,8.3474,12.687,8.5133,7.9336,9.1112,10.054,9.1653,6.6338,8.7242,10.312,8.0353,6.6913,7.0344,7.0909,6.9131,8.4226,6.8444,7.3474,7.0999,10.745,7.8918,7.6311,8.4497,9.6867,8.0767,5.8892,8.3447,11.739,5.9277,7.939,6.8952,7.9293,7.9072,7.628,8.4988,7.0426,8.1464,8.3328,7.5918,8.3389,7.9556,7.2755,8.2593,9.4388,6.3265,8.7546,12.676,13.309,7.9918,9.7551,8.1126,7.9316,8.3726,7.6394,9.2567,8.6303,10.778,8.3304,6.5747,9.4629,11.633,7.7624,9.3254,9.3024,6.6917,6.4341,9.5764,9.5284,8.4559,7.7901,9.4107,12.618,9.5384,9.1811,9.5102,9.9918,9.2804,9.2264,8.6261,9.3731,6.5391,7.2715,11.492,8.1063,9.2564,6.7191,8.4913,8.919,9.6562,7.8631,6.3567,8.644,8.9523,9.2075,11.42,10.252,8.3566,7.3456,9.7862,7.5508,10.564,10.883,8.4559,10.789,8.5981,7.8429,9.1432,8.9998,9.3075,9.6934,8.957,8.8686,9.4851,9.1198,12.453,8.1646,9.1215,8.763,7.3852,8.8752,7.8694,9.0188,8.9901,7.3924,10.329,7.19,9.688,10.731,9.8893,10.935,7.64,7.7729,7.2498,7.7215,7.6232,9.3884,12.055,8.1871,7.6544,9.3448,7.7609,7.9066,9.8974,4.6406,7.411,10.575,8.5627,10.307,11.142,5.9557,8.0997,8.1368,7.8458,8.5748,11.425,8.1858,6.6659,9.1943,8.0932,7.6443,9.0392,7.6527,6.0825,9.2519,8.6731
7.8584,7.5072,10.933,9.4962,7.3422,11.559,7.7688,8.2048,9.0619,8.7476,6.8292,9.2386,11.344,9.1915,8.5734,8.93,9.1173,7.6418,8.4332,11.768,8.7475,13.555,7.4384,8.2831,12.885,8.275,7.8797,9.0056,9.8963,9.3833,6.4747,9.2319,10.488,7.9683,6.755,6.9981,6.8714,6.9353,7.9752,6.8094,7.1883,7.0088,10.394,7.5933,7.4847,8.2653,9.5245,7.8071,5.8878,8.2455,11.728,5.7831,8.0692,6.8091,7.8477,7.8219,7.4554,8.3639,6.8031,7.9169,8.2245,7.5422,8.2047,7.9311,7.1657,8.1027,9.4896,6.1881,8.9977,13.016,13.045,8.2248,9.8259,8.1825,7.9451,8.2633,7.5414,9.0245,8.5307,10.723,8.4382,6.7018,9.7284,11.459,7.5454,9.3441,9.2704,6.5728,6.2786,9.8052,9.4952,8.5708,7.5799,9.4719,12.582,9.5039,9.0839,9.323,9.6865,9.1141,9.0829,8.5147,9.1349,6.2314,7.0608,11.491,7.8608,9.1838,6.4828,8.2968,8.6917,9.8096,7.8682,6.397,8.6197,8.827,9.0622,11.456,10.289,8.2631,7.3606,9.8653,7.3315,10.433,11.056,8.7147,10.925,8.959,7.849,9.0832,8.9615,9.3381,9.8051,8.9586,8.8876,9.2927,9.2463,12.463,8.2303,9.1662,8.6791,7.6302,8.6639,7.7472,8.8871,8.9781,7.3101,10.346,7.0967,9.9293,10.62,9.7982,11.074,7.5966,7.8003,7.3034,7.5822,7.5441,9.7252,11.929,8.3878,7.5791,9.2188,7.8034,7.6504,9.9068,4.5846,7.5993,10.409,8.4534,10.277,11.226,5.9495,7.905,8.1613,7.742,8.3847,11.276,7.9562,6.3653,9.3151,8.0082,7.6805,9.0529,7.9032,6.1014,9.2329,8.3751
8.0306,7.5621,11.04,9.5778,7.5258,11.843,7.7581,7.7751,9.1108,8.8451,6.8197,9.2443,11.303,9.2789,8.4831,8.9168,9.2386,7.5587,8.3895,12.076,8.5539,13.549,7.5165,8.2802,12.623,8.4125,7.9286,9.0366,10.022,9.4069,6.7073,9.4756,10.488,8.0389,6.8253,7.0111,6.9317,6.8894,8.1726,6.9371,7.3031,7.0132,10.9,7.7405,7.5775,8.3493,9.5924,7.842,6.0588,8.3092,11.632,6.0366,8.246,6.8953,7.9245,7.4772,7.3573,8.5655,7.0768,8.1799,8.373,7.6631,8.4302,8.1525,7.2686,8.1529,9.4413,6.1663,8.7554,12.807,13.001,8.134,9.9374,8.0423,7.9193,8.48,7.6993,8.6317,8.6229,10.821,8.3629,6.6844,9.602,11.921,8.0222,9.8261,9.1395,6.6397,6.3529,10.007,9.1703,8.506,7.5213,9.6273,12.49,9.7571,9.4876,9.8709,10.249,9.6665,9.6512,9.0456,9.4215,6.3215,7.2321,11.27,7.9572,9.0297,6.7903,8.4002,8.9851,9.8526,7.8266,6.4045,8.5816,8.8651,9.2325,11.551,10.647,8.3451,7.164,10.105,7.3021,10.615,10.779,8.9168,10.791,9.1066,7.8639,9.076,8.9475,9.2812,9.6262,8.9291,8.7031,9.5283,9.1339,12.814,8.3303,9.2238,8.6892,7.3068,9.106,7.7543,9.0423,9.0214,7.3534,10.229,7.058,9.9506,10.961,10.229,11.014,7.8082,7.7426,7.4181,7.6575,7.6329,9.6788,12.065,8.1784,7.5662,9.3009,7.7945,7.8801,9.8072,4.6068,7.5819,10.599,8.654,10.493,10.808,6.164,8.0513,8.1563,7.6892,8.5196,11.538,8.1146,6.6844,9.1246,8.056,7.7657,8.8515,7.8127,6.0379,9.4576,8.7903
8.2364,7.5506,10.597,9.5471,7.4203,9.8327,7.9745,10.863,8.9848,8.1013,7.4241,8.9603,13.062,9.3616,9.2129,9.2811,8.7246,7.6479,8.4791,9.717,9.4836,13.573,7.674,8.6664,12.373,8.5798,7.8914,9.0443,9.6781,8.9899,6.8551,8.6312,9.9172,7.9106,6.546,6.8405,6.9225,6.9666,8.6322,6.9722,7.3266,7.1345,9.9533,7.8858,7.6495,8.4222,9.2598,8.224,6.0762,8.1228,11.915,5.7687,8.0738,7.2318,7.7737,10.38,7.4203,8.3853,7.3218,8.4499,8.5477,7.7626,8.6312,8.2433,7.4024,8.1844,9.4119,6.2857,8.5059,13.515,12.916,8.557,9.7765,8.4353,8.0134,9.9275,7.4732,10.53,8.4162,11.203,8.2177,6.9612,10.555,12.29,8.0661,7.2754,10.816,6.725,6.5853,9.4433,9.4985,8.2013,7.7709,9.4315,11.934,8.8384,8.087,8.3043,7.9196,8.1238,8.2391,7.417,8.1199,7.4066,8.4656,10.832,10.341,9.4246,6.9878,9.4394,9.1127,9.2594,10.927,6.3111,8.7805,9.2489,9.0012,10.96,8.6292,8.0744,10.148,9.5396,7.5899,8.6908,11.344,8.0079,11.06,8.582,8.1196,9.116,9.1952,9.2227,9.8949,8.8486,9.8695,9.7629,8.8646,12.228,8.2499,9.0772,8.7156,8.6416,8.573,7.9417,8.5899,9.0899,7.3556,10.023,7.1999,9.7322,10.509,9.6425,11.035,8.4202,7.5534,7.6074,7.7276,7.8643,10.76,11.176,9.8076,7.703,9.1893,7.6777,8.0357,9.9387,4.544,7.8583,9.4424,8.615,10.509,10.866,5.9614,8.0545,7.9871,7.6062,8.6003,11.136,8.716,6.7376,8.887,8.2802,7.6662,8.8537,8.2717,6.0306,9.04,8.1199
8.1035,7.455,10.44,9.4678,7.1896,9.7055,7.9481,11.061,8.9624,7.9599,7.7738,9.0477,13.014,9.1179,9.249,9.2695,8.7246,7.4694,8.4228,9.94,9.7129,13.632,7.5255,8.7058,12.483,8.8068,8.0232,8.5555,9.7942,8.9515,6.582,8.2719,10.259,7.9902,6.6296,6.8795,6.9264,7.1225,8.6732,6.9352,7.2258,7.0273,9.8959,7.7331,7.5182,8.3907,9.126,8.0901,5.914,8.3261,11.779,5.7039,7.9966,7.1046,7.9416,10.584,7.405,8.3792,7.0679,8.2715,8.4803,7.9118,8.5249,8.3045,7.4578,8.1295,9.4731,6.1646,8.5729,13.475,13.002,8.4876,9.6494,8.3194,7.8896,9.9458,7.5187,10.632,8.4481,11.274,8.3445,6.8829,10.295,12.165,8.0396,7.1879,11.269,6.5812,6.4662,8.9832,9.3598,8.4979,7.589,9.4185,12.07,8.6371,8.0266,8.3226,7.8642,8.0027,8.1741,7.2867,7.8881,7.7641,8.5609,10.64,10.763,9.3007,6.7864,9.5279,8.8971,9.4324,11.409,6.2491,8.6499,9.0763,8.985,11.178,8.5015,8.0302,10.466,9.6058,7.561,8.5848,11.2,7.8558,11.287,8.4252,8.0923,9.0652,9.0761,9.1297,9.8203,8.8573,9.7048,9.616,8.9209,11.874,8.2445,8.9817,8.6465,8.4365,8.1449,7.7809,8.2874,9.1493,7.3607,10.188,6.9574,9.6599,10.584,9.5267,11.607,8.3852,7.7756,7.6441,7.8693,7.6828,10.761,11.315,9.4465,7.6659,9.1243,7.7579,7.9427,9.7255,4.5893,7.8154,9.2919,8.4379,10.6,10.952,5.8409,8.0505,8.1511,7.391,8.5442,11.105,8.6686,6.7654,8.8448,8.2322,7.6122,8.7831,8.0424,6.0173,9.009,8.0072
8.2403,7.4294,10.059,9.8152,7.314,11.431,8.0452,7.0433,8.9702,8.312,6.7177,8.8998,12.289,9.2571,8.692,9.1337,9.0436,7.6766,8.5966,11.684,9.2691,13.816,7.6566,8.8602,11.583,8.9711,8.189,8.7038,9.8479,8.8367,6.543,8.2651,10.411,7.8163,6.6512,7.0462,6.8965,6.9925,8.3813,6.8411,7.0198,7.0414,10.095,7.666,7.2632,8.246,9.8757,7.9125,5.8462,8.3769,11.603,5.7018,7.8526,7.0251,7.8206,10.857,7.3435,8.6979,7.075,8.0455,8.3768,7.7313,8.3509,8.1231,7.2214,8.0551,9.4077,6.1217,8.5929,13.363,13.291,9.4789,9.8586,8.3419,8.0201,12.211,7.3484,11.133,8.4448,10.468,8.1425,6.9383,10.807,13.328,9.8917,7.1756,9.3722,6.5891,6.4413,10.17,9.7849,8.4846,7.7156,9.4851,12.655,8.7202,8.1452,8.4304,7.9454,7.964,8.3624,7.206,9.8923,6.3215,8.8541,11.212,10.62,8.9782,6.8251,9.6653,8.8577,8.7112,11.979,6.1822,8.6657,9.5101,9.1459,11.668,10.289,8.2952,10.944,9.3102,7.5692,9.4829,11.135,8.179,11.122,8.8642,8.131,8.9703,9.2893,9.0343,10.121,8.7503,9.9576,9.6892,8.6601,11.748,8.2855,9.0827,8.9046,8.5139,9.3664,7.987,7.9553,9.1387,7.3933,10.279,6.9188,9.3885,10.348,9.2076,10.268,8.4719,7.6045,7.592,7.7558,7.557,9.5723,11.956,9.985,7.5501,9.3568,7.6544,7.3213,9.8818,4.514,7.7296,9.3177,8.4408,10.922,9.7732,5.819,8.1394,8.0406,7.4436,8.5645,11.312,8.2299,6.4418,8.7291,8.1457,7.6546,8.9176,10.569,6.0026,9.0236,8.2588
8.327,7.6193,10.254,9.3676,7.1893,11.241,7.7782,11.526,8.7705,8.9212,7.6825,8.9459,12.552,9.5177,8.5474,9.6287,8.7224,7.536,9.5482,11.471,10.445,13.765,7.3765,9.3823,11.899,9.6775,7.9782,8.8356,9.7802,8.8172,6.3158,9.5084,10.283,7.8663,6.6558,6.8768,6.959,6.945,8.9552,6.7102,7.0737,6.9947,9.0662,7.776,7.4381,8.1002,9.3813,7.7503,5.9428,8.1872,11.357,5.6832,7.3727,6.9584,7.7501,7.8759,7.4581,8.6576,6.8132,7.8734,8.2184,7.3195,8.0871,7.756,6.8049,8.1307,8.9822,6.3175,8.3894,10.984,12.168,9.1222,9.6069,8.3086,7.703,12.447,7.2653,11.869,8.5042,10.533,7.8278,6.621,10.962,13.686,10.106,10.504,11.05,6.4694,6.3134,9.9054,9.4763,8.3747,7.6721,8.916,12.613,10.252,10.172,10.381,11.072,10.246,10.268,9.6603,10.541,9.0348,7.1813,12.176,8.0526,9.443,6.8357,8.2816,8.6522,8.7532,8.451,6.249,8.8243,9.4969,9.1771,10.817,8.3761,8.1555,7.4484,9.4859,7.4304,9.7327,9.9224,8.0262,9.9609,8.67,7.6987,8.9339,9.3395,8.8423,10.14,8.9391,11.286,9.7207,9.0127,12.16,8.2129,9.1421,9.7082,9.5191,8.0787,7.8543,8.2221,8.6497,7.2366,9.8627,6.9868,9.5331,10.345,9.5394,10.451,7.3874,7.6232,7.4992,7.546,7.8877,10.358,11.707,11.337,7.5987,9.5023,7.5284,8.4874,9.4261,4.5365,7.5553,9.8141,8.1997,10.213,8.907,5.4402,7.9269,7.914,8.9597,8.4562,11.101,9.2545,6.9146,8.8507,9.3839,7.5282,9.0856,7.2564,5.9866,9.0135,8.0306
8.5096,7.4219,10.058,9.5136,7.4853,11.168,7.8422,11.825,9.0197,9.3235,7.9231,8.9789,12.646,9.5511,8.5816,9.6884,8.8735,7.4685,9.3786,11.349,10.524,13.833,7.4562,9.4826,11.435,9.523,7.9723,8.7788,9.6261,8.7404,6.7041,9.1107,10.488,8.0623,6.6399,6.8669,7.0071,6.8518,8.9349,6.717,7.1909,6.9585,8.9549,7.7133,7.4661,8.3823,9.8349,7.8614,5.9186,8.2796,11.349,5.7951,7.5245,6.9763,7.8661,8.0626,7.4267,8.754,6.8966,8.0273,8.2549,7.3877,8.2466,7.7941,6.9596,8.2354,8.9701,6.211,8.2857,11.769,12.514,8.3518,9.9359,8.1717,7.8486,10.648,7.2558,12.055,8.5884,10.934,8.1866,6.7119,10.839,12.805,8.4601,8.3181,11.676,6.6471,6.5313,9.9812,9.6788,8.4973,7.7413,9.1935,12.725,9.2356,8.4874,8.7214,8.8038,8.6258,8.6791,7.7706,10.292,9.7113,7.2928,11.773,7.8791,9.8224,6.6761,8.3059,8.8844,8.5959,8.8255,6.5246,8.8647,9.538,9.2191,10.7,8.5044,8.3657,7.3753,9.2347,7.432,9.4477,10.027,8.1714,10.05,8.7231,7.8076,8.9378,9.3377,8.8717,10.34,9.097,11.212,9.6141,8.9273,11.827,8.272,9.2466,9.6846,9.6883,8.169,7.8997,7.9481,8.6584,7.3804,9.7688,7.0561,9.3817,10.043,9.307,10.711,7.6061,7.5345,7.4913,7.6175,7.9428,10.486,11.93,11.095,7.5436,9.2788,7.538,8.2719,9.5381,4.5099,7.8056,9.9103,8.4413,10.463,8.5095,5.8703,7.8224,8.0871,9.175,8.5679,11.123,9.205,7.0407,8.9024,10.499,7.7664,9.4431,7.0371,5.8551,9.1503,8.0908
8.6244,7.6041,10.348,9.4871,7.3172,11.111,7.893,11.557,8.8521,8.7883,7.5546,9.0801,12.636,9.3451,8.492,9.6944,8.5339,7.5011,9.5281,11.417,10.553,13.745,7.5449,9.3645,12.95,9.7355,8.0882,8.7022,9.7158,8.5975,6.7767,9.1951,10.404,7.9148,6.6862,6.8531,7.0193,6.9689,8.9638,6.7661,7.3536,7.0699,9.4447,7.8057,7.6404,8.3393,9.3237,8.1171,6.2708,8.1972,11.314,5.7243,7.395,6.995,7.8816,8.2107,7.5605,8.5814,7.1304,8.1137,8.3725,7.6603,8.2662,7.9567,7.2867,8.327,9.1012,6.4655,8.59,10.788,12.206,9.4879,9.8404,8.3501,7.6522,12.933,7.4281,11.712,8.5774,10.522,8.1704,6.8529,10.965,13.842,10.34,10.763,11.229,6.5836,6.467,10.016,9.1223,8.4306,7.5884,9.1904,12.501,10.441,10.299,10.658,11.34,10.432,10.484,9.8606,10.889,8.6333,7.3784,12.595,8.3675,9.1746,6.9496,8.5514,9.1129,9.1174,8.8968,6.3995,8.7911,9.3938,9.1287,10.77,8.5226,8.2513,7.5339,9.2796,7.6221,9.4259,9.6299,8.171,9.8692,8.6905,7.843,8.9151,9.3619,9.0011,9.9494,8.9494,11.645,9.6735,8.9542,12.237,8.3782,9.2021,9.6822,9.6141,8.2861,7.8595,8.2097,8.5425,7.1515,9.7911,7.0464,9.5126,10.164,9.3788,10.439,7.8919,7.8422,7.6088,7.7408,7.9942,9.9928,11.353,11.305,7.687,9.3992,7.5074,8.3435,9.4498,4.6547,7.6394,9.5657,8.3724,10.288,10.944,6.057,8.5012,8.0908,8.6248,8.773,10.929,9.3526,7.1323,8.8681,8.2474,7.6212,8.9962,7.1127,5.9073,9.1159,8.1013
8.123,7.3581,10.604,9.381,7.2528,9.1374,7.8506,10.654,8.9652,8.152,7.8018,9.3306,13.066,9.4937,9.2143,9.4393,8.8146,7.5062,8.7879,9.2813,9.6696,13.611,7.5008,8.5162,12.683,8.6748,7.9078,9.0759,9.7955,9.0557,6.6123,8.9404,10.352,8.0991,6.8026,6.7246,7.0131,6.8235,8.9429,6.793,7.1703,7.0145,10.282,7.6315,7.4424,8.3417,9.3446,7.8642,5.8653,8.2546,11.768,5.8453,7.9268,6.9574,7.782,10.852,7.391,8.445,6.995,8.0384,8.3014,7.5913,8.3701,7.8537,7.2262,8.2839,9.4661,6.2701,8.856,13.636,12.684,8.357,9.8161,8.3078,7.9595,9.7192,7.5241,10.569,8.6528,11.237,8.3646,6.7781,10.729,12.321,8.1669,7.1739,11.296,6.5708,6.4805,9.1663,9.2445,8.4404,7.6854,9.5091,12.022,8.8058,8.1135,8.364,8.0049,8.0245,8.2437,7.3883,7.8307,8.1206,9.163,10.922,11.598,9.2959,6.9077,9.7171,8.899,9.7297,12.452,6.2654,8.7598,9.1479,8.9973,11.297,8.4509,7.9657,11.053,9.506,7.4335,8.3813,11.317,7.8912,11.394,8.4334,7.8763,9.0254,9.1688,9.2539,9.9988,8.8277,9.8843,9.5272,9.0681,12.391,8.1405,9.0909,8.6926,8.6572,8.0721,7.8185,8.5379,9.2418,7.4043,10.128,7.1265,9.613,10.357,9.3797,11.746,8.4622,7.8162,7.447,7.8846,7.7176,10.455,11.076,10.053,7.6049,9.387,7.895,8.5966,9.8029,4.4831,7.6857,8.8077,8.496,10.43,10.507,5.9739,7.8366,8.0871,7.5254,8.7219,11.342,8.9829,7.0249,8.9349,8.2187,7.6254,8.9572,7.8421,6.0025,9.1779,8.0669
