Regulator	Target	MI	pvalue
'caiE'	'rusA'	0.6186145061115824	1.1174648288925226E-6
'acnB'	'sucD'	0.7914795088224181	9.363861686247921E-4
'ybgD'	'ydaC'	0.5833651306721164	9.363861686247921E-4
'nagK'	'ycbL'	0.7605377613608914	9.363861686247921E-4
'hdhA'	'yncB'	0.749363642177977	1.1174648288925226E-6
'mpaA'	'yceM'	0.8195012097998786	1.1174648288925226E-6
'hpf'	'rpoN'	0.836421992174843	1.1174648288925226E-6
'cls'	'nlpC'	0.9202263299075684	9.363861686247921E-4
'chbF'	'ydgJ'	0.8098294557406703	9.363861686247921E-4
'metA'	'ymfI'	0.7014319563654103	1.1174648288925226E-6
'pstB'	'phoU'	0.724735047060175	1.1174648288925226E-6
'ydfU'	'ynfM'	0.9172925590333089	9.363861686247921E-4
'yjcB'	'mioC'	0.5975423625197148	9.363861686247921E-4
'uidC'	'uidB'	1.061517768988906	9.363861686247921E-4
'ftsY'	'ftsE'	1.318671721897798	1.1174648288925226E-6
'sdhC'	'ndk'	0.6986351484801168	1.1174648288925226E-6
'icd'	'adiY'	0.6273314512238312	9.363861686247921E-4
'eamB'	'ygfQ'	0.6255088526315549	1.1174648288925226E-6
'ddpD'	'ydcT'	0.9807775930193069	9.363861686247921E-4
'tauB'	'ybbW'	0.8005554833385728	9.363861686247921E-4
'adhE'	'pflB'	0.7854368672002687	9.363861686247921E-4
'minC'	'minD'	1.101408586010987	1.1174648288925226E-6
'yciI'	'amn'	0.9256473146245922	9.363861686247921E-4
'flgI'	'flgJ'	1.3944952977149612	9.363861686247921E-4
'eutD'	'yfjX'	0.7813260804435271	1.1174648288925226E-6
'fumA'	'fumC'	0.9730029439420909	1.1174648288925226E-6
'fabZ'	'rimM'	0.5667599705357302	9.363861686247921E-4
'yfdG'	'chpS'	0.5628755299205093	9.363861686247921E-4
'yhjQ'	'yhjR'	0.6297452937676415	1.1174648288925226E-6
'ycbK'	'ycbL'	0.9084255961908225	1.1174648288925226E-6
'ybbW'	'caiD'	0.7895468241354505	9.363861686247921E-4
'ubiH'	'pepP'	0.869825209605736	1.1174648288925226E-6
'hslV'	'hflX'	0.8368586674991569	1.1174648288925226E-6
'ydhI'	'yfeY'	0.47995753683180603	9.363861686247921E-4
'amtB'	'nac'	0.9168377890282868	1.1174648288925226E-6
'alsB'	'alsA'	0.7483128094443892	1.1174648288925226E-6
'narZ'	'lhr'	0.9875882796530476	9.363861686247921E-4
'lhr'	'abgR'	0.9229513377091418	9.363861686247921E-4
'ydjI'	'ydjH'	0.988273902363928	9.363861686247921E-4
'ispU'	'rseP'	0.8623850913800449	9.363861686247921E-4
'ispU'	'cdsA'	1.1175615867957676	1.1174648288925226E-6
'yhiI'	'rbbA'	0.6485032400809908	9.363861686247921E-4
'ydcH'	'yfeC'	0.4870912785525352	9.363861686247921E-4
'yifB'	'bglG'	0.7866893232392179	9.363861686247921E-4
'hscA'	'fdx'	1.5536406191258	1.1174648288925226E-6
'alsB'	'alsE'	0.7362148624793127	9.363861686247921E-4
'sgcX'	'fadH'	0.5980803206770948	1.1174648288925226E-6
'nanK'	'yhcH'	0.684112207372823	1.1174648288925226E-6
'fliY'	'dcyD'	1.007391531769941	9.363861686247921E-4
'flgI'	'flgF'	1.5213893764197963	1.1174648288925226E-6
'chbG'	'trpL'	0.8933305719117305	9.363861686247921E-4
'mukE'	'nfsA'	0.694248853225365	9.363861686247921E-4
'mglC'	'malX'	0.7382605193216067	1.1174648288925226E-6
'yidZ'	'yhiQ'	0.5309687002749707	9.363861686247921E-4
'yfdI'	'yfdH'	0.8297143529871494	1.1174648288925226E-6
'ykfC'	'perR'	0.558527062988119	9.363861686247921E-4
'aroH'	'pdxH'	0.8217195829939113	9.363861686247921E-4
'gatD'	'gatC'	1.204321792103951	1.1174648288925226E-6
'recN'	'polB'	0.7757983983475766	9.363861686247921E-4
'ymfL'	'ymfJ'	1.2673552613832475	9.363861686247921E-4
'ychS'	'ybcD'	1.019515973310814	1.1174648288925226E-6
'hcaE'	'ypfG'	0.33910549930223094	9.363861686247921E-4
'guaA'	'avtA'	0.6026979995601675	9.363861686247921E-4
'ffh'	'ispF'	0.7063154860547209	9.363861686247921E-4
'ymfL'	'ymfM'	1.4176211789553366	1.1174648288925226E-6
'holC'	'pepA'	0.790468729996765	1.1174648288925226E-6
'nuoB'	'treB'	0.7179887017876186	9.363861686247921E-4
'torZ'	'ydeE'	0.8375889285122332	9.363861686247921E-4
'yfaX'	'yfdN'	0.8365592762574003	9.363861686247921E-4
'nagB'	'nagA'	0.5940643657580227	1.1174648288925226E-6
'fkpB'	'mukE'	0.6067146136855358	9.363861686247921E-4
'ybiY'	'dcuC'	0.6079761888342384	9.363861686247921E-4
'yahO'	'bfr'	0.8796951733548631	9.363861686247921E-4
'glvC'	'bglH'	0.7699934188690942	1.1174648288925226E-6
'fdnG'	'fdnH'	0.923876439973577	1.1174648288925226E-6
'yheM'	'kdsC'	0.9522757591386645	9.363861686247921E-4
'yrbF'	'ygfX'	0.805335612818863	9.363861686247921E-4
'grxC'	'secB'	0.8478590187693107	1.1174648288925226E-6
'ygcR'	'hcaC'	0.7255243068955656	9.363861686247921E-4
'puuE'	'puuC'	0.8923669972680801	1.1174648288925226E-6
'prfC'	'rplI'	0.9511811205085627	1.1174648288925226E-6
'uxuB'	'fucI'	0.4193423578220766	9.363861686247921E-4
'yebO'	'yhjY'	0.5018257846286387	9.363861686247921E-4
'phnL'	'hofN'	0.5367404942714712	9.363861686247921E-4
'ycbQ'	'yeeN'	0.6355308635487459	9.363861686247921E-4
'eutA'	'hyfF'	0.6307324515317138	9.363861686247921E-4
'yccJ'	'wrbA'	1.486918670834088	1.1174648288925226E-6
'yodD'	'sra'	0.8929195597011773	9.363861686247921E-4
'ydaN'	'uspE'	1.1680725540327714	1.1174648288925226E-6
'yijE'	'yhaI'	0.5982232860270127	9.363861686247921E-4
'aroC'	'mepA'	0.7452300819216302	1.1174648288925226E-6
'ulaB'	'ulaG'	0.6309898242862588	1.1174648288925226E-6
'yfaQ'	'hyfF'	0.7649785484058165	1.1174648288925226E-6
'ylbF'	'ybcF'	0.7871786307310233	1.1174648288925226E-6
'yliG'	'rsmF'	0.7824586837871275	1.1174648288925226E-6
'puuD'	'puuR'	0.9922314193457782	1.1174648288925226E-6
'yhcH'	'nanK'	0.6687471046465836	1.1174648288925226E-6
'ycgL'	'holE'	0.8693660099084145	9.363861686247921E-4
'fucI'	'fucP'	0.5215446106449726	1.1174648288925226E-6
'yiaM'	'yiaL'	0.8476238289114661	9.363861686247921E-4
'ymfM'	'ymfN'	1.2433534926516756	1.1174648288925226E-6
'ygiQ'	'prfC'	0.8759735567133404	1.1174648288925226E-6
'ymfM'	'ymfL'	1.4180136794198168	1.1174648288925226E-6
'ves'	'tap'	1.3195442623879323	9.363861686247921E-4
'ybiN'	'pheP'	0.585794877763739	9.363861686247921E-4
'fliC'	'amyA'	0.7946055034222	9.363861686247921E-4
'fabD'	'plsX'	0.9300244658652668	9.363861686247921E-4
'rpoD'	'dnaC'	0.532635302167253	9.363861686247921E-4
'rhaM'	'yiaY'	0.5216582075245828	9.363861686247921E-4
'yeaH'	'yeaG'	0.9444933803449671	1.1174648288925226E-6
'yhhL'	'yjeT'	0.503408967501028	9.363861686247921E-4
'yhbE'	'obgE'	1.0350367258206736	1.1174648288925226E-6
'puuD'	'puuA'	1.0705357810500582	1.1174648288925226E-6
'rpsH'	'rplX'	1.0809893068362546	1.1174648288925226E-6
'pgaB'	'pgaA'	0.394377151842741	1.1174648288925226E-6
'lptA'	'lptB'	0.9421026228841212	1.1174648288925226E-6
'stfE'	'ymfS'	0.540163285911541	9.363861686247921E-4
'intQ'	'uidC'	0.9621344738573097	9.363861686247921E-4
'proQ'	'ansA'	0.7948723327108489	1.1174648288925226E-6
'ndh'	'aceE'	0.9028470549931686	1.1174648288925226E-6
'ytfJ'	'glpF'	0.6244971844549502	9.363861686247921E-4
'ydjG'	'ynjI'	0.801878364685507	9.363861686247921E-4
'aspA'	'dcuA'	0.5201556910234437	9.363861686247921E-4
'ybhP'	'ybhO'	0.7746631376148201	1.1174648288925226E-6
'fadB'	'fadA'	0.8487321610586525	1.1174648288925226E-6
'yaaY'	'mokC'	0.7357880686462026	1.1174648288925226E-6
'rhaB'	'phnK'	0.6915851381196216	1.1174648288925226E-6
'yddJ'	'yddK'	0.5754610746001947	1.1174648288925226E-6
'pgaB'	'pgaC'	0.5608341047856413	1.1174648288925226E-6
'livH'	'livM'	1.0338306945922486	1.1174648288925226E-6
'ubiD'	'fre'	0.9753073898185902	1.1174648288925226E-6
'yigP'	'yheM'	0.8190818509706519	9.363861686247921E-4
'yqiI'	'yhiL'	0.5844118726860875	9.363861686247921E-4
'yoaI'	'hemD'	0.7870749128965953	9.363861686247921E-4
'ydhJ'	'ydhI'	0.558419045170063	9.363861686247921E-4
'ygdD'	'mltA'	0.4649425694639812	9.363861686247921E-4
'yihP'	'yihN'	0.6117288906626228	1.1174648288925226E-6
'ecpD'	'yaiV'	0.6789229423999282	9.363861686247921E-4
'glyQ'	'yfeN'	0.5654693965255759	1.1174648288925226E-6
'prs'	'yfcD'	0.7628414688244888	9.363861686247921E-4
'rcsB'	'panC'	0.5963900346620807	9.363861686247921E-4
'ypdI'	'emrK'	0.5772176178266255	9.363861686247921E-4
'pflC'	'nrfD'	0.5993422424928901	9.363861686247921E-4
'ycbF'	'ycbU'	0.8803581431993619	9.363861686247921E-4
'yibI'	'yibH'	0.8641473923791636	1.1174648288925226E-6
'ynhG'	'yedP'	0.8900801152406919	9.363861686247921E-4
'surE'	'truD'	0.9715184797125156	1.1174648288925226E-6
'pflB'	'focA'	0.7469418408120807	1.1174648288925226E-6
'sdiA'	'yffB'	0.6203702489768979	1.1174648288925226E-6
'sulA'	'dinI'	1.1392763291098695	1.1174648288925226E-6
'gcl'	'hyi'	0.6177093963008087	9.363861686247921E-4
'glcA'	'livF'	0.5783917087177424	1.1174648288925226E-6
'psd'	'rsgA'	0.9492099733588049	1.1174648288925226E-6
'ycbF'	'ycbV'	1.0538778505072721	1.1174648288925226E-6
'dam'	'gph'	0.7669968261850517	1.1174648288925226E-6
'yrbC'	'yrbB'	0.9182928808094597	1.1174648288925226E-6
'yehU'	'yehT'	0.8866180679768894	1.1174648288925226E-6
'mltA'	'ygdD'	0.4791839345713165	9.363861686247921E-4
'yffR'	'yffL'	0.6017184340086392	1.1174648288925226E-6
'rhtB'	'frvX'	0.7050538644774061	9.363861686247921E-4
'eamA'	'ydcL'	0.928012830178945	1.1174648288925226E-6
'uspE'	'ybhL'	0.6831969920858376	1.1174648288925226E-6
'nfsB'	'ybaK'	0.5696690526025927	9.363861686247921E-4
'eutN'	'eutG'	0.7235986981852655	9.363861686247921E-4
'yffR'	'yffQ'	0.5871647006019778	1.1174648288925226E-6
'grxC'	'ptsH'	0.7859333298975612	9.363861686247921E-4
'yfdR'	'yfdS'	0.8670208303848843	1.1174648288925226E-6
'thrB'	'yadG'	0.5340732753536374	9.363861686247921E-4
'acrB'	'secF'	0.6369299615644245	9.363861686247921E-4
'yffR'	'yffO'	0.5431825572600827	9.363861686247921E-4
'ypdB'	'ypdA'	0.5066632259697957	9.363861686247921E-4
'yfdR'	'yfdQ'	0.716660213208819	9.363861686247921E-4
'ybaJ'	'hha'	0.922090328923499	1.1174648288925226E-6
'yhfG'	'fic'	1.108115165912104	1.1174648288925226E-6
'yccB'	'appA'	0.6045755165572079	9.363861686247921E-4
'yhcO'	'yjdN'	0.7295904969789522	9.363861686247921E-4
'ygeV'	'yqeC'	0.6518759557058799	9.363861686247921E-4
'sucC'	'sucD'	1.1471026237132675	1.1174648288925226E-6
'sucC'	'sucB'	1.7089808273669989	1.1174648288925226E-6
'hybC'	'hybB'	0.6404850242525564	1.1174648288925226E-6
'thrS'	'infC'	0.5140904725501997	9.363861686247921E-4
'gspB'	'gspA'	0.659578978161256	1.1174648288925226E-6
'mdtO'	'yihQ'	0.6360334260873446	1.1174648288925226E-6
'relE'	'hokD'	0.763437220357727	9.363861686247921E-4
'yeaK'	'pdxH'	0.955470768128345	1.1174648288925226E-6
'pflC'	'ygfT'	0.6220425085790614	9.363861686247921E-4
'phnD'	'yihQ'	0.6324462916579104	9.363861686247921E-4
'tsr'	'yjgZ'	0.5094605531034819	9.363861686247921E-4
'yhjR'	'recA'	0.6364041523294119	9.363861686247921E-4
'treC'	'treB'	1.4202486007871427	1.1174648288925226E-6
'yrbK'	'lptA'	1.090920582004424	1.1174648288925226E-6
'bglA'	'eno'	0.5066325549952259	9.363861686247921E-4
'dmsD'	'pncA'	0.7697589232548078	9.363861686247921E-4
'mhpR'	'argT'	0.5829173214934578	1.1174648288925226E-6
'yfdK'	'hcaD'	0.5543286963573819	1.1174648288925226E-6
'yjdN'	'yhjY'	0.7599682043246568	9.363861686247921E-4
'yfdN'	'wcaJ'	0.8426006047926912	9.363861686247921E-4
'ybaZ'	'ybbA'	0.4717372371423918	1.1174648288925226E-6
'ycjF'	'ycjX'	0.8516984116154045	1.1174648288925226E-6
'ulaB'	'sgcB'	0.6368341551376102	1.1174648288925226E-6
'gltB'	'gltD'	1.2084641137851557	1.1174648288925226E-6
'ydiB'	'yebT'	0.9561958313892063	1.1174648288925226E-6
'ynjA'	'ynjB'	0.9537503157376757	1.1174648288925226E-6
'mtlR'	'ftsX'	0.6243101881714971	9.363861686247921E-4
'mdtN'	'mdtP'	0.6721793385175734	1.1174648288925226E-6
'napA'	'yfeX'	0.6637178435175581	9.363861686247921E-4
'cheZ'	'yoaD'	0.8521212251682371	1.1174648288925226E-6
'yeaT'	'lsrR'	0.6143439126817134	1.1174648288925226E-6
'dcuD'	'yhfS'	0.5855384351824007	1.1174648288925226E-6
'ccmF'	'ccmG'	0.7148375322348297	9.363861686247921E-4
'narG'	'narH'	1.3469141633261414	1.1174648288925226E-6
'rzpR'	'ydfN'	0.9290213960855598	1.1174648288925226E-6
'cadA'	'cadB'	1.2357613676245947	1.1174648288925226E-6
'yhdX'	'dgoD'	0.6886079612637501	1.1174648288925226E-6
'dcm'	'pabB'	0.8852124125233463	9.363861686247921E-4
'hslU'	'hslV'	1.0178919117775878	1.1174648288925226E-6
'hpt'	'tig'	0.8117356770901567	1.1174648288925226E-6
'yhhX'	'bcsE'	0.6552729919849917	9.363861686247921E-4
'narG'	'narK'	1.165299769983439	9.363861686247921E-4
'narG'	'narJ'	1.1299423366878143	1.1174648288925226E-6
'cheY'	'cheB'	1.5519016892507937	1.1174648288925226E-6
'surA'	'acrA'	0.6780981875545635	1.1174648288925226E-6
'ynfK'	'ydfZ'	0.9729784847619622	1.1174648288925226E-6
'yrbG'	'kdsD'	1.0232378405094775	1.1174648288925226E-6
'rnlA'	'yfcO'	0.565290843370799	9.363861686247921E-4
'bolA'	'yahO'	0.7654721779692464	1.1174648288925226E-6
'yieL'	'glvC'	0.6837170369846893	9.363861686247921E-4
'yigE'	'glvG'	0.7868951416161389	1.1174648288925226E-6
'cysJ'	'cysI'	1.1323811371024084	9.363861686247921E-4
'holE'	'ycgL'	0.8730891322256404	9.363861686247921E-4
'talA'	'ybjP'	1.0444834572374668	9.363861686247921E-4
'nac'	'amtB'	0.9285255482499755	1.1174648288925226E-6
'codA'	'codB'	1.0321705003204915	1.1174648288925226E-6
'yjdA'	'fliC'	1.0098891801877155	9.363861686247921E-4
'ybeZ'	'ybeY'	0.6205752328088632	1.1174648288925226E-6
'wcaL'	'ydhT'	0.9119630492718521	9.363861686247921E-4
'ppdB'	'hyfJ'	0.6673898369792406	9.363861686247921E-4
'prs'	'fabA'	0.7396796990965108	9.363861686247921E-4
'ruvB'	'ruvA'	0.6577884378910466	1.1174648288925226E-6
'rnpA'	'rpmH'	1.5411790708994244	1.1174648288925226E-6
'yqfE'	'yjjN'	0.5598534749873348	9.363861686247921E-4
'tnaA'	'tnaB'	0.7399757927314252	1.1174648288925226E-6
'rpsF'	'rpsP'	0.9282145504169312	9.363861686247921E-4
'yhcO'	'yjgH'	0.6170919484589973	9.363861686247921E-4
'ybbW'	'ybcQ'	0.7663383637305351	9.363861686247921E-4
'selA'	'yggE'	0.5933931413740327	9.363861686247921E-4
'cspD'	'cstA'	0.6417977026575441	9.363861686247921E-4
'tnaA'	'tnaC'	1.2758738590761491	1.1174648288925226E-6
'nfsB'	'ybdF'	0.5113354586616564	9.363861686247921E-4
'ynaJ'	'intZ'	0.6935703464919882	9.363861686247921E-4
'nirD'	'nirB'	0.9899215940062598	1.1174648288925226E-6
'dppC'	'dppB'	1.122020549625573	1.1174648288925226E-6
'purF'	'purT'	0.7822417907273098	1.1174648288925226E-6
'cysJ'	'cysA'	1.0283646213031405	9.363861686247921E-4
'nirD'	'nirC'	0.6404877942053395	1.1174648288925226E-6
'murI'	'orn'	0.6023108509859499	9.363861686247921E-4
'yjgZ'	'tsr'	0.5431872223610587	9.363861686247921E-4
'yegQ'	'rsxC'	0.7058371995456219	1.1174648288925226E-6
'ydaT'	'ydaV'	1.000820835315359	1.1174648288925226E-6
'ffh'	'cvpA'	0.7156722253816264	9.363861686247921E-4
'accD'	'yeiP'	0.7711397646010842	1.1174648288925226E-6
'ynfK'	'ydgJ'	0.9448573962116832	9.363861686247921E-4
'ycgF'	'ydgC'	0.6382020364037055	9.363861686247921E-4
'hyfJ'	'yfjX'	0.7260308886470623	9.363861686247921E-4
'panC'	'panB'	0.7724527431262005	1.1174648288925226E-6
'speD'	'speE'	1.1095336931710689	1.1174648288925226E-6
'katE'	'yedP'	0.9150781761321092	9.363861686247921E-4
'xapB'	'uidC'	0.6498107549736991	9.363861686247921E-4
'hycH'	'norV'	0.5111893186350933	9.363861686247921E-4
'yhdJ'	'acrF'	0.652690560383173	1.1174648288925226E-6
'cysK'	'fliY'	0.8431156571081454	9.363861686247921E-4
'mhpB'	'mhpA'	0.8328959782253993	1.1174648288925226E-6
'yheL'	'hslV'	0.9242158167534944	1.1174648288925226E-6
'dctA'	'yqeF'	0.5171862016918883	9.363861686247921E-4
'mglC'	'galS'	0.6775976491622888	1.1174648288925226E-6
'yjjN'	'yqfE'	0.5676164862335954	9.363861686247921E-4
'rihA'	'yehU'	0.6450567677113346	1.1174648288925226E-6
'mokB'	'hokB'	0.6408751727825903	9.363861686247921E-4
'rpsF'	'rpsN'	0.9132739596708035	9.363861686247921E-4
'ybhL'	'uspE'	0.6973695618638391	1.1174648288925226E-6
'yghR'	'yfbN'	0.6173250085559131	9.363861686247921E-4
'hha'	'ybaJ'	0.9204605422602237	1.1174648288925226E-6
'yfaA'	'yfcR'	0.6359045302455728	9.363861686247921E-4
'ydaM'	'abgR'	1.3277523732478025	1.1174648288925226E-6
'cysA'	'yeeE'	1.1234870352575141	9.363861686247921E-4
'priB'	'accB'	0.7860424369814355	9.363861686247921E-4
'glpF'	'yjfO'	0.6962812211115729	9.363861686247921E-4
'yeiP'	'accD'	0.759885283863255	1.1174648288925226E-6
'ydaG'	'ydeQ'	0.8518572159732507	9.363861686247921E-4
'ecpD'	'yafU'	0.6879751064915065	1.1174648288925226E-6
'ydaQ'	'ycbS'	0.8728906107799551	9.363861686247921E-4
'nac'	'glnK'	0.6970689281239111	1.1174648288925226E-6
'ybfM'	'ycjU'	0.8234589439195208	1.1174648288925226E-6
'ydfQ'	'ydfU'	0.9735439424984916	9.363861686247921E-4
'matA'	'yadM'	0.46760192777852416	1.1174648288925226E-6
'yahJ'	'tauB'	0.7361491132347876	9.363861686247921E-4
'feoA'	'feoB'	0.5588910855379849	1.1174648288925226E-6
'ampD'	'ybbL'	0.49859189833415707	1.1174648288925226E-6
'rplQ'	'rpsT'	0.7630850295282672	9.363861686247921E-4
'ychF'	'yeiP'	0.8436102984030732	9.363861686247921E-4
'sdhA'	'mglB'	0.6259036715436928	9.363861686247921E-4
'dmsB'	'dmsA'	1.026672702430739	1.1174648288925226E-6
'ygbA'	'ygcQ'	0.6680354605895564	1.1174648288925226E-6
'hflX'	'hslV'	0.8295241692896371	1.1174648288925226E-6
'ogt'	'ynaJ'	1.1772563592148	9.363861686247921E-4
'mngA'	'potE'	0.7185436851813393	9.363861686247921E-4
'phnC'	'phnD'	0.6996943127687492	1.1174648288925226E-6
'udp'	'deoC'	0.762953479286061	9.363861686247921E-4
'ygfB'	'mog'	0.6541315670251722	9.363861686247921E-4
'ydeT'	'ydeR'	0.44296528513511824	9.363861686247921E-4
'ycdB'	'fiu'	0.7044662715848506	9.363861686247921E-4
'ydfE'	'intQ'	0.8839594673818345	9.363861686247921E-4
'gmk'	'rfaQ'	1.0282857191354735	9.363861686247921E-4
'ynhG'	'sodC'	0.9095157698359333	1.1174648288925226E-6
'frwD'	'frwC'	0.6545989173201487	9.363861686247921E-4
'mreD'	'yggW'	0.6915551343116668	9.363861686247921E-4
'yheO'	'yheN'	1.1137948695182622	9.363861686247921E-4
'sthA'	'sdhC'	0.7152186209130494	9.363861686247921E-4
'prmC'	'prfA'	0.6840768496128109	1.1174648288925226E-6
'rplC'	'rplD'	1.2922148200195411	1.1174648288925226E-6
'wza'	'yegU'	0.9264454817506053	9.363861686247921E-4
'ydjG'	'ynfE'	0.8493226330028915	9.363861686247921E-4
'pcnB'	'lpxD'	0.6374012987095128	9.363861686247921E-4
'hypA'	'yhbU'	0.6260887410116588	9.363861686247921E-4
'cyaA'	'rseB'	0.5756968912919532	9.363861686247921E-4
'rna'	'kdsB'	0.6960647989717369	9.363861686247921E-4
'queF'	'syd'	0.511270810546168	9.363861686247921E-4
'yddL'	'ompG'	0.925571076560774	9.363861686247921E-4
'yjhU'	'secM'	0.6662753835223777	9.363861686247921E-4
'gfcB'	'gfcC'	0.8995211459409789	1.1174648288925226E-6
'pyrF'	'yciH'	1.317692135100538	1.1174648288925226E-6
'nanT'	'nanA'	0.6539598660374379	1.1174648288925226E-6
'hemD'	'hemC'	1.0773300879993508	1.1174648288925226E-6
'dsrA'	'serT'	0.46375027127024254	9.363861686247921E-4
'mnmA'	'hflD'	1.0699829382495554	1.1174648288925226E-6
'tgt'	'secD'	0.8066232734961245	1.1174648288925226E-6
'chpA'	'chpR'	0.5176528945549985	1.1174648288925226E-6
'panB'	'gnd'	0.6599349445327153	9.363861686247921E-4
'murA'	'yrbA'	0.8689878171554202	1.1174648288925226E-6
'elaD'	'yfdF'	0.5855847661384268	1.1174648288925226E-6
'imp'	'yaeT'	0.721036440344645	9.363861686247921E-4
'rutD'	'ycfZ'	0.7640868591395981	9.363861686247921E-4
'yiaM'	'bglB'	0.9215773000519464	9.363861686247921E-4
'arnC'	'arnA'	0.9798129770362938	1.1174648288925226E-6
'flgA'	'flgM'	1.3164465223974744	9.363861686247921E-4
'focB'	'frc'	0.4628286371756669	9.363861686247921E-4
'apbE'	'lpxL'	0.55774885001293	1.1174648288925226E-6
'csgG'	'csgE'	1.1193821077170112	1.1174648288925226E-6
'fliH'	'fliJ'	1.4503397976710481	9.363861686247921E-4
'yaaI'	'yaaW'	0.6616072316371744	1.1174648288925226E-6
'murA'	'aroK'	0.8175256539694168	9.363861686247921E-4
'btuE'	'gst'	0.8439267591545075	9.363861686247921E-4
'nanT'	'nanE'	0.8111574185343928	1.1174648288925226E-6
'fliH'	'fliG'	1.5071428934447033	9.363861686247921E-4
'caiA'	'ykfG'	0.3498521406976381	9.363861686247921E-4
'arnC'	'arnB'	0.9448230645953706	1.1174648288925226E-6
'ycaP'	'ushA'	0.5210456849845272	9.363861686247921E-4
'flgA'	'flgD'	1.5071792533583885	9.363861686247921E-4
'rnlA'	'yfjO'	0.8189549431570324	1.1174648288925226E-6
'ptsH'	'grxC'	0.7751505496609313	9.363861686247921E-4
'ycaO'	'rluB'	0.65529311663422	9.363861686247921E-4
'yieF'	'yggE'	0.5437944583084988	9.363861686247921E-4
'ybcO'	'ssuC'	0.8305716022702816	1.1174648288925226E-6
'ygcK'	'ygcL'	0.4728177416449033	1.1174648288925226E-6
'ynjB'	'napA'	0.7523682059887422	9.363861686247921E-4
'yphB'	'alkA'	0.6691917772750431	9.363861686247921E-4
'gspI'	'arsR'	0.7599928639089821	1.1174648288925226E-6
'yjiC'	'kbaY'	0.6888625314727547	9.363861686247921E-4
'gudX'	'gudD'	0.569408579324503	1.1174648288925226E-6
'mipA'	'yajG'	0.6224809988295051	9.363861686247921E-4
'rffD'	'rffG'	1.1194961018362863	1.1174648288925226E-6
'rffD'	'rffH'	0.8598721389321001	9.363861686247921E-4
'anmK'	'btuR'	0.9234710275325284	9.363861686247921E-4
'bioH'	'yhhS'	0.6552451160361723	1.1174648288925226E-6
'yjiL'	'pflC'	0.5693964951504039	9.363861686247921E-4
'ssuB'	'rem'	0.8832474320519015	1.1174648288925226E-6
'ydcK'	'yliI'	0.7837306455203479	1.1174648288925226E-6
'barA'	'yihG'	0.4990195676227526	9.363861686247921E-4
'yicH'	'tag'	0.6696924913734623	1.1174648288925226E-6
'ynbA'	'yeaX'	0.9481899597712131	1.1174648288925226E-6
'ynaJ'	'ogt'	1.1920842576161148	9.363861686247921E-4
'ykfF'	'yafW'	0.7249501484330283	9.363861686247921E-4
'eutL'	'paaX'	0.6901456523049792	9.363861686247921E-4
'leuB'	'leuC'	1.0905848219094398	1.1174648288925226E-6
'prc'	'yciA'	0.8337474308804844	1.1174648288925226E-6
'rnpA'	'nusG'	0.8883845355788429	9.363861686247921E-4
'yciM'	'ydiK'	0.6668773128975025	1.1174648288925226E-6
'yciG'	'ybiM'	1.0005457239620434	1.1174648288925226E-6
'rlmL'	'rfbB'	0.7465599850028803	1.1174648288925226E-6
'gfcC'	'gfcB'	0.9027215894054668	1.1174648288925226E-6
'leuC'	'leuB'	1.09099736197397	1.1174648288925226E-6
'yibI'	'mtlA'	0.611741412641504	1.1174648288925226E-6
'gfcC'	'gfcD'	0.826162792833455	9.363861686247921E-4
'leuC'	'leuD'	0.9201724423594166	9.363861686247921E-4
'ykgF'	'ykgE'	0.6255360644381176	1.1174648288925226E-6
'yeeD'	'yeeE'	1.168517047433179	1.1174648288925226E-6
'ynaJ'	'fnr'	1.1853143462060596	1.1174648288925226E-6
'eamA'	'ydgC'	0.9258288249921447	1.1174648288925226E-6
'adhE'	'eno'	0.6072804848713181	9.363861686247921E-4
'flgN'	'flgM'	1.645514467320888	1.1174648288925226E-6
'rplQ'	'rpmB'	0.82414902377836	9.363861686247921E-4
'ydfN'	'rzpR'	0.9616483769836114	9.363861686247921E-4
'nadD'	'ybjG'	0.4955985035631443	9.363861686247921E-4
'yncB'	'ydiZ'	0.8286519451605914	1.1174648288925226E-6
'mtn'	'dnaX'	0.6737778386439018	9.363861686247921E-4
'radA'	'hsdM'	0.582852613328698	9.363861686247921E-4
'prfC'	'ecnA'	0.8017340447580615	9.363861686247921E-4
'ykgF'	'ykgG'	0.5803162954482441	1.1174648288925226E-6
'yfaU'	'yfaV'	0.8554665862302295	1.1174648288925226E-6
'elaD'	'yfbL'	0.5556674033448141	9.363861686247921E-4
'ssuA'	'wcaB'	0.7738230888113783	9.363861686247921E-4
'pyrF'	'ycgL'	0.8318655693292406	9.363861686247921E-4
'zur'	'rfaD'	0.846074411726342	9.363861686247921E-4
'dicA'	'yecA'	0.6625286749818888	1.1174648288925226E-6
'hflX'	'hflK'	0.8591822827319315	1.1174648288925226E-6
'katE'	'yeaH'	0.9343906136892631	9.363861686247921E-4
'zraR'	'livH'	0.5158111732555385	9.363861686247921E-4
'afuC'	'ybhH'	0.6150224976141189	9.363861686247921E-4
'rfaG'	'trkH'	0.9379334915090185	9.363861686247921E-4
'efp'	'prfC'	0.8966576912138823	9.363861686247921E-4
'xylE'	'xylH'	0.6772565839810284	9.363861686247921E-4
'rplB'	'rplW'	1.1455630000280461	9.363861686247921E-4
